,id,issn_l,display_name,host_organization,works_count,cited_by_count,type
505,https://openalex.org/S177382209,0915-7352,Trends in Glycoscience and Glycotechnology,,1760,8804,journal
506,https://openalex.org/S199382812,1341-8998,Ichthyological Research,https://openalex.org/P4310319900,1760,15192,journal
507,https://openalex.org/S46371784,1884-4049,Npg Asia Materials,https://openalex.org/P4310319909,1749,45931,journal
508,https://openalex.org/S4210235557,2185-6540,Doboku gakkai ronbunshu,,1747,2049,journal
509,https://openalex.org/S113557333,0385-4035,Hokkaido Mathematical Journal,,1745,9948,journal
510,https://openalex.org/S2764627290,0912-1935,"Wind Engineers, JAWE",,1742,2222,journal
511,https://openalex.org/S2764660199,1881-2473,Journal of disaster research,,1739,7345,journal
512,https://openalex.org/S4210189346,2185-6648,Doboku gakkai ronbunshu,,1739,1952,journal
513,https://openalex.org/S4210206154,2424-273X,Hokkaido Shibu Koenkai koen gaiyoshu,,1738,1739,journal
514,https://openalex.org/S4210193398,1348-3943,"Seisan Kako, Kosaku Kikai Bumon Koenkai koen ronbunshu",,1737,1793,journal
515,https://openalex.org/S4210225517,2185-4653,Doboku gakkai ronbunshu,,1737,2091,journal
516,https://openalex.org/S153131183,0389-4290,Ensho Saisei,,1733,1971,journal
517,https://openalex.org/S73317305,0288-2043,Radiation Medicine,https://openalex.org/P4310319965,1730,9793,journal
518,https://openalex.org/S2764922305,1340-8097,Journal of the Mass Spectrometry Society of Japan,,1727,4809,journal
519,https://openalex.org/S2764748879,0919-9454,Genome Informatics,https://openalex.org/P4310311754,1726,6796,journal
520,https://openalex.org/S16935192,0917-639X,The Review of High Pressure Science and Technology,,1719,3729,journal
521,https://openalex.org/S2764379787,1882-708X,International Journal of Intelligent Engineering and Systems,,1718,3784,journal
522,https://openalex.org/S2764659751,0385-8162,The Japanese journal of acute medicine,,1714,1770,journal
523,https://openalex.org/S4210175890,0029-0254,Nippon Kakin Gakkaishi,,1712,4765,journal
524,https://openalex.org/S85796158,1342-4580,Plant Biotechnology,,1711,17699,journal
525,https://openalex.org/S4210172664,1348-2939,Baiofurontia koenkai koen ronbunshu,,1710,1710,journal
526,https://openalex.org/S2764754213,0022-8400,The journal of Kansai Medical University,,1707,1836,journal
527,https://openalex.org/S165299079,1340-3443,Journal of Natural Medicines,https://openalex.org/P4310319900,1700,25910,journal
528,https://openalex.org/S206864941,0030-2813,The Japan Journal of Logopedics and Phoniatrics,,1690,2456,journal
529,https://openalex.org/S4210177693,0911-5889,Nihon Tōseki Ryōhō Gakkai zasshi,,1689,1763,journal
530,https://openalex.org/S2764677613,0022-5207,The Journal of therapy,,1688,1701,journal
531,https://openalex.org/S2764593017,0451-2375,Fusion research,,1684,1854,journal
532,https://openalex.org/S2755584562,0386-9679,Jibi inkōka Otolaryngology,,1671,1723,journal
533,https://openalex.org/S4210213467,0385-2342,Asian folklore studies,,1663,7038,journal
534,https://openalex.org/S137517129,1345-2630,Journal of General Plant Pathology,https://openalex.org/P4310319900,1657,18552,journal
535,https://openalex.org/S2754830761,0021-5120,Japanese Journal of Medicine,https://openalex.org/P4310313351,1643,6220,journal
536,https://openalex.org/S206840828,1340-8054,Jsme International Journal Series B-fluids and Thermal Engineering,https://openalex.org/P4310313571,1642,12368,journal
537,https://openalex.org/S4210168863,0287-9255,Mokuzai hozon,,1639,1814,journal
538,https://openalex.org/S136610595,1341-7568,Genes & Genetic Systems,,1635,18892,journal
539,https://openalex.org/S2754930730,0003-9152,Nihon geka hokan. Archiv für japanische Chirurgie,https://openalex.org/P4310313424,1631,2496,journal
540,https://openalex.org/S4210239568,0916-1139,Yakubutsu dōtai,,1624,2069,journal
541,https://openalex.org/S53162826,0387-1533,Nihon Reoroji Gakkaishi,https://openalex.org/P4310313632,1614,4884,journal
542,https://openalex.org/S4210176011,2424-3000,Undo to Shindo no Seigyo Shinpojiumu koen ronbunshu,https://openalex.org/P4310313571,1605,1631,journal
543,https://openalex.org/S4210210582,2424-3086,Proceedings of International Conference on Leading Edge Manufacturing in 21st Century,https://openalex.org/P4310313571,1604,1788,journal
544,https://openalex.org/S2494386701,0027-7622,Nagoya Journal of Medical Science,https://openalex.org/P4310313379,1601,4519,journal
545,https://openalex.org/S4210217532,0913-4085,Jishin Kōgaku Kenkyū Happyōkai kōen gaiyō,,1596,1608,journal
546,https://openalex.org/S4210187183,0287-3516,Nippon Eiyō Shokuryō Gakkaishi,,1595,4714,journal
547,https://openalex.org/S4210197382,0285-9955,Zen Nihon Shinkyū Gakkai zasshi,,1589,1684,journal
548,https://openalex.org/S6330142,1344-7610,Breeding Science,,1589,27890,journal
549,https://openalex.org/S2764878150,0286-7737,Journal of the Japan Society of Engineering Geology,,1588,2745,journal
550,https://openalex.org/S4210187006,0389-9098,Byōin yakugaku,,1572,1972,journal
551,https://openalex.org/S107985729,1343-4934,Journal of Oral Science,https://openalex.org/P4310313430,1564,25822,journal
552,https://openalex.org/S2754442120,0018-2052,Hiroshima journal of medical sciences,https://openalex.org/P4310313418,1561,2866,journal
553,https://openalex.org/S2764525154,1881-7629,International journal of automation technology,,1559,7366,journal
554,https://openalex.org/S2764529328,0285-4848,Theological studies in Japan,,1558,1582,journal
555,https://openalex.org/S4210210334,2185-6427,Oyo toshitsu kagaku,,1555,1579,journal
556,https://openalex.org/S2764956303,1882-0875,IEICE ESS Fundamentals Review,,1544,1730,journal
557,https://openalex.org/S4210221864,0916-8958,Mizu Kankyō Gakkaishi,https://openalex.org/P4310313234,1541,3808,journal
558,https://openalex.org/S4210203920,0912-2664,Taigai junkan gijutsu,,1536,1562,journal
559,https://openalex.org/S120086578,0304-1042,Japanese Journal of Religious Studies,https://openalex.org/P4310313324,1535,3326,journal
560,https://openalex.org/S2764657104,0030-5219,Bulletin of the Society for Near Eastern Studies in Japan,,1535,1629,journal
561,https://openalex.org/S2764778681,0387-2777,Annals of The Tohoku Geographycal Asocciation,,1534,1735,journal
562,https://openalex.org/S189034559,0913-400X,Japanese Journal of Ornithology,,1530,2203,journal
563,https://openalex.org/S4210189795,1883-2490,IDW,,1519,1554,journal
564,https://openalex.org/S84158422,0915-5651,Journal of Advanced Science,,1515,2038,journal
565,https://openalex.org/S56024765,0387-3870,Tokyo Journal of Mathematics,,1513,8966,journal
566,https://openalex.org/S121100956,1346-7395,Journal of Poultry Science,,1512,10599,journal
567,https://openalex.org/S2764515083,0286-5939,The Oriental studies,https://openalex.org/P4310313373,1512,1512,journal
568,https://openalex.org/S135086837,1862-4057,Sustainability Science,https://openalex.org/P4310319900,1507,36690,journal
569,https://openalex.org/S4210236396,2424-2721,Nihon Kikai Gakkai Tohoku Shibu Shuki Koenkai koen ronbunshu,https://openalex.org/P4310313571,1502,1507,journal
570,https://openalex.org/S4210206467,0385-2563,Nihon Fukugō Zairyō Gakkaishi,,1489,2305,journal
571,https://openalex.org/S4210181069,1348-4818,Kouji nou kinou kenkyuu,,1478,1628,journal
572,https://openalex.org/S2753979791,0370-5579,Japanese journal of clinical ophthalmology,,1476,1507,journal
573,https://openalex.org/S2764972080,0021-5260,Japanese journal of tropical agriculture,,1476,2528,journal
574,https://openalex.org/S122355471,0918-5739,Clinical Pediatric Endocrinology,,1468,4130,journal
575,https://openalex.org/S123993026,1348-0391,E-journal of Surface Science and Nanotechnology,https://openalex.org/P4310313460,1453,6195,journal
576,https://openalex.org/S4210210285,2432-9495,"Maikuro, Nano Kogaku Shinpojiumu",https://openalex.org/P4310313571,1450,1455,journal
577,https://openalex.org/S2764442371,0288-9781,Ear Research Japan,,1445,1484,journal
578,https://openalex.org/S1377826,1881-3054,Journal of Advanced Mechanical Design Systems and Manufacturing,https://openalex.org/P4310313571,1436,6375,journal
579,https://openalex.org/S2764414016,1344-7882,Journal of applied glycoscience,,1434,6041,journal
580,https://openalex.org/S2755010233,0030-5901,Seikeigeka. Orthopedic surgery,,1431,1515,journal
581,https://openalex.org/S178455422,1344-7653,Jsme International Journal Series C-mechanical Systems Machine Elements and Manufacturing,https://openalex.org/P4310313571,1427,11681,journal
582,https://openalex.org/S4210187847,0029-8484,Shigaku,https://openalex.org/P4310319900,1426,1560,journal
583,https://openalex.org/S2765011736,0447-7235,Journal of the Society of Instrument and Control Engineers,https://openalex.org/P4320800581,1423,1694,journal
584,https://openalex.org/S2764821370,0386-8729,The Journal of social sciences and humanities,https://openalex.org/P4310313548,1422,1548,journal
585,https://openalex.org/S4210191474,0047-1909,Japanese Journal of Surgery,https://openalex.org/P4310319900,1415,12198,journal
586,https://openalex.org/S2764876576,0287-3605,JOURNAL OF THE FLOW VISUALIZATION SOCIETY OF JAPAN,https://openalex.org/P4320800654,1413,1481,journal
587,https://openalex.org/S2764560173,0386-0744,Memoirs of National Institute of Polar Research. Special issue,https://openalex.org/P4310313300,1411,3004,journal
588,https://openalex.org/S2764855957,0451-212X,The research reports,https://openalex.org/P4310313567,1410,3741,journal
589,https://openalex.org/S2764754688,0368-6264,"Science bulletin of the Faculty of Agriculture, Kyushu University",https://openalex.org/P4310313373,1408,1655,journal
590,https://openalex.org/S4210177262,1349-581X,Tokeibu geka,,1407,1574,journal
591,https://openalex.org/S4210239679,0368-2358,Jitsumu hyōmen gijutsu,,1406,1479,journal
592,https://openalex.org/S2764624870,0285-0028,Taikabutsu overseas,,1405,1497,journal
593,https://openalex.org/S4210233388,0917-2017,Shinrin Keikaku Gakkaishi,,1405,1464,journal
594,https://openalex.org/S4210215194,0944-1166,Journal of hepato-biliary-pancreatic surgery,https://openalex.org/P4310319900,1402,34937,journal
595,https://openalex.org/S2764851268,0915-2326,NTT R and D,,1397,1419,journal
596,https://openalex.org/S2912912530,2187-9737,Juntendo Medical Journal,,1395,1728,journal
597,https://openalex.org/S64825020,1434-7229,Journal of Artificial Organs,https://openalex.org/P4310319900,1392,13822,journal
598,https://openalex.org/S30358198,0385-6380,Journal of Fermentation Technology,https://openalex.org/P4310320990,1382,9044,journal
599,https://openalex.org/S2756291151,0047-1887,The Japanese journal of legal medicine,,1366,2344,journal
600,https://openalex.org/S4210169277,0913-4131,Suiri Kōenkai ronbunshū,,1363,1487,journal
601,https://openalex.org/S2764898556,0387-2882,Hosei kenkyu or Journal of law and politics,https://openalex.org/P4310313373,1361,1377,journal
602,https://openalex.org/S2764940489,0387-5172,Japanese orthoptic journal,,1360,1444,journal
603,https://openalex.org/S4210232932,1882-4978,Iryo kikigaku,,1357,1381,journal
604,https://openalex.org/S166184565,0289-0771,Journal of Ethology,https://openalex.org/P4310319900,1352,16400,journal
605,https://openalex.org/S4210211854,2424-3140,"IIP Joho, Chino, Seimitsu Kiki Bumon Koenkai koen ronbunshu",https://openalex.org/P4310313571,1351,1369,journal
606,https://openalex.org/S185446447,0914-9465,Archives of Histology and Cytology,,1340,24663,journal
607,https://openalex.org/S2754882933,1340-2544,Japanese journal of psychopharmacology,https://openalex.org/P4310320990,1340,1794,journal
608,https://openalex.org/S2764787460,0287-3214,Japanese Journal of Rheumatism and Joint Surgery,,1337,1393,journal
609,https://openalex.org/S2913458251,2185-2766,"ICIC Express Letters, Part B: Applications An International Journal of Research and Surveys",,1337,1386,journal
610,https://openalex.org/S2764764838,0549-4192,The annuals of Japanese Political Science Association,,1333,1343,journal
611,https://openalex.org/S2764894519,1340-3141,Advances in exercise and sports physiology,,1331,1454,journal
612,https://openalex.org/S4210204014,0387-3145,Kyōiku shakaigaku kenkyū,,1329,1429,journal
613,https://openalex.org/S2764701878,0454-1146,Journal of the Mineralogical Society of Japan,https://openalex.org/P4310313507,1326,1923,journal
614,https://openalex.org/S2756184733,0021-3292,Japanese journal of medical electronics and biological engineering,https://openalex.org/P4310319900,1325,1652,journal
615,https://openalex.org/S79134261,0914-9198,Journal of Toxicologic Pathology,https://openalex.org/P4310313143,1323,7398,journal
616,https://openalex.org/S199789556,0001-5202,Acta Arachnologica,https://openalex.org/P4310313377,1318,3601,journal
617,https://openalex.org/S170963199,1342-6311,Microbes and Environments,,1316,25225,journal
618,https://openalex.org/S4210191863,0374-3527,Nihon Heikatsukin Gakkai zasshi,https://openalex.org/P4310313500,1316,1802,journal
619,https://openalex.org/S4210220188,2432-9509,Shinpojiumu,https://openalex.org/P4310313571,1312,1321,journal
620,https://openalex.org/S4210176105,0029-8131,Nihon Kaiyo Gakkaishi,https://openalex.org/P4310319965,1309,12494,journal
621,https://openalex.org/S4210232407,0022-7722,Kaibogaku Zasshi,https://openalex.org/P4310319900,1308,5941,journal
622,https://openalex.org/S2764597928,0375-9172,The Jikei University School of Medicine,https://openalex.org/P4310313436,1302,1302,journal
623,https://openalex.org/S4210218708,0916-328X,Kazoku shakaigaku kenkyū,,1301,1447,journal
624,https://openalex.org/S99131542,1446-9235,Sleep and Biological Rhythms,https://openalex.org/P4310319900,1289,8765,journal
625,https://openalex.org/S2764480921,0040-5043,Journal of the Textile Machinery Society of Japan,,1288,1851,journal
626,https://openalex.org/S203621788,1882-2398,Journal of The Vacuum Society of Japan,,1277,1744,journal
627,https://openalex.org/S39874079,1341-7649,Journal of Hard Tissue Biology,,1273,3051,journal
628,https://openalex.org/S4210194300,1344-6460,Nihon Kōkū Uchū Gakkai rombunshū,https://openalex.org/P4310322607,1273,2262,journal
629,https://openalex.org/S4210203118,1884-1066,Shinri kenkyu,,1271,1290,journal
630,https://openalex.org/S2764734598,1882-4072,Journal of Neuroendovascular Therapy,,1268,1684,journal
631,https://openalex.org/S158724626,1343-1420,The Journal of Medical Investigation,,1260,12540,journal
632,https://openalex.org/S157584073,0040-8891,The Bulletin of Tokyo Dental College,https://openalex.org/P4310313163,1257,5971,journal
633,https://openalex.org/S2764585580,0289-4920,The Journal of Japanese Occupational Therapy Association,,1255,1255,journal
634,https://openalex.org/S68749858,1346-0714,Transactions of The Japanese Society for Artificial Intelligence,,1255,3161,journal
635,https://openalex.org/S4210186338,0387-2025,Suishitsu odaku kenkyū (Tokyo. 1978),https://openalex.org/P4310313234,1250,2005,journal
636,https://openalex.org/S63704333,1340-766X,The Brain & Neural Networks,,1250,1357,journal
637,https://openalex.org/S2764632120,0026-5209,Mining geology,,1249,3200,journal
638,https://openalex.org/S4210223913,2188-4730,Proceedings of the ISCIE International Symposium on Stochastic Systems Theory and its Applications,,1246,1670,journal
639,https://openalex.org/S99792956,0031-126X,Papers in Meteorology and Geophysics,,1246,6006,journal
640,https://openalex.org/S170952724,1880-5566,Journal of Thermal Science and Technology,https://openalex.org/P4310313571,1244,3952,journal
641,https://openalex.org/S56326968,0389-1763,Japanese Journal of Farm Work Research,,1244,1584,journal
642,https://openalex.org/S177535189,1346-1176,Choonpa Igaku,,1243,1327,journal
643,https://openalex.org/S2755289248,0433-2644,Geka chiryo. Surgical therapy,,1238,1261,journal
644,https://openalex.org/S2764450225,0387-6004,Senri ethnological studies,https://openalex.org/P4310313573,1238,2232,journal
645,https://openalex.org/S2754723957,0023-2513,The Kobe journal of the medical sciences,https://openalex.org/P4310313432,1236,3687,journal
646,https://openalex.org/S4210177330,2188-7829,Proceedings of International Conference on Artificial Life and Robotics,,1233,1362,journal
647,https://openalex.org/S2765066258,1882-7640,Business law journal,,1228,1335,journal
648,https://openalex.org/S33990022,1349-0079,Journal of Oral Biosciences,https://openalex.org/P4310320990,1225,4222,journal
649,https://openalex.org/S56890723,1881-641X,Annals of Vascular Diseases,,1221,5865,journal
650,https://openalex.org/S4210222082,1884-0485,"Transactions of the Japan Society for Aeronautical and Space Sciences, aerospace technology Japan",https://openalex.org/P4310322607,1214,2279,journal
651,https://openalex.org/S4210214881,1347-2658,Engeigaku kenkyu,https://openalex.org/P4310313201,1205,2772,journal
652,https://openalex.org/S4210239267,1882-6652,Journal of information processing,,1205,3900,journal
653,https://openalex.org/S199399637,0914-2843,Japanese Journal of Multiphase Flow,,1202,1888,journal
654,https://openalex.org/S144514700,0913-0071,Suizo,,1201,1757,journal
655,https://openalex.org/S4210231370,0948-4280,Journal of marine science and technology,https://openalex.org/P4310319900,1200,14820,journal
656,https://openalex.org/S2756426138,0037-4423,Shujutsu. Operation,https://openalex.org/P4310313375,1192,1209,journal
657,https://openalex.org/S4210175222,0023-2831,Koku Eisei Gakkai Zasshi,,1191,1803,journal
658,https://openalex.org/S160189177,1341-7738,Journal of Mammalian Ova Research,,1184,2430,journal
659,https://openalex.org/S2765019496,0387-4982,Tsukuba journal of mathematics,https://openalex.org/P4310313406,1180,6369,journal
660,https://openalex.org/S4210167586,1345-9139,Ōyō rikigaku rombunshū,,1175,1944,journal
661,https://openalex.org/S151842127,1618-1247,Odontology,https://openalex.org/P4310319900,1174,12279,journal
662,https://openalex.org/S4210203308,1881-9567,B-plus,https://openalex.org/P4310319808,1172,1244,journal
663,https://openalex.org/S961873093,0286-7400,Bulletin of the National Museum of Japanese History,https://openalex.org/P4310320141,1170,1173,journal
664,https://openalex.org/S4210190922,0372-7971,Zairyō shiken,,1164,1247,journal
665,https://openalex.org/S4210224624,0024-1008,Repura,,1157,1193,journal
666,https://openalex.org/S138816438,0549-3811,Transactions of The Japan Society for Aeronautical and Space Sciences,,1155,4065,journal
667,https://openalex.org/S4210168231,0918-0729,Nihon Nyūgan Kenshin Gakkaishi,,1150,1232,journal
668,https://openalex.org/S4210220213,0021-5074,Jinrui idengaku zasshi,https://openalex.org/P4310319900,1150,5770,journal
669,https://openalex.org/S2764976892,0040-8719,Tohoku journal of agricultural research,https://openalex.org/P4310313307,1147,1939,journal
670,https://openalex.org/S2765072102,1348-8538,Journal of the Japan Institute of Power Electronics,,1145,1215,journal
671,https://openalex.org/S4210218080,2187-0136,IEICE communications express,,1142,2065,journal
672,https://openalex.org/S2764720217,0022-7668,Journal of the Japan Association for Philosophy of Science,,1137,1143,journal
673,https://openalex.org/S4210189635,0065-4140,Afurika kenkyū,https://openalex.org/P4310313426,1125,1510,journal
674,https://openalex.org/S92757419,0913-557X,Plant Species Biology,https://openalex.org/P4310320503,1122,14384,journal
675,https://openalex.org/S4210173572,1883-6941,Nihon biseibutsu gakkai zasshi,,1119,1124,journal
676,https://openalex.org/S109016753,0911-6028,Oral Radiology,https://openalex.org/P4310319900,1104,4262,journal
677,https://openalex.org/S2764910104,1347-443X,Transactions of Japanese Society for Medical and Biological Engineering,,1104,1186,journal
678,https://openalex.org/S4210172506,0285-2926,Jisuberi,,1103,1683,journal
679,https://openalex.org/S4210193810,0021-5139,Japanese Journal of Microbiology,https://openalex.org/P4310320595,1103,8331,journal
680,https://openalex.org/S172249180,1880-2761,"Journal of Life Cycle Assessment, Japan",,1099,1411,journal
681,https://openalex.org/S4210175645,0369-4461,Nihon yakubutsugaku zasshi,https://openalex.org/P4310313602,1099,1103,journal
682,https://openalex.org/S2755527000,0047-1763,The Journal of the Japan Dental Association,,1098,1117,journal
683,https://openalex.org/S4210176252,0387-5253,Journal of S C C J,,1093,1820,journal
684,https://openalex.org/S2764399782,0022-3743,Journal of physics of the earth,,1091,22782,journal
685,https://openalex.org/S173940643,0029-0424,Journal of Nihon University Medical Association,,1090,1175,journal
686,https://openalex.org/S465895,1342-5641,Eureka,https://openalex.org/P4310318533,1090,2496,journal
687,https://openalex.org/S2755594350,0019-1604,Medicine and biology,,1088,1156,journal
688,https://openalex.org/S2764789620,0448-6072,The Finance,,1088,2367,journal
689,https://openalex.org/S4210238894,0916-4812,Nihon Setchaku Gakkaishi,,1088,1409,journal
690,https://openalex.org/S43368104,0285-1466,Mycotoxins,,1087,2939,journal
691,https://openalex.org/S148936136,0288-4534,Kona Powder and Particle Journal,,1085,9531,journal
692,https://openalex.org/S2753990315,0389-2328,Asia-Oceania journal of obstetrics and gynaecology,https://openalex.org/P4310313366,1084,3929,journal
693,https://openalex.org/S150638117,0513-5710,Yonago Acta Medica,https://openalex.org/P4310313514,1082,2771,journal
694,https://openalex.org/S4210186942,0582-4087,Seibutsu kankyō chōsetsu,,1081,3623,journal
695,https://openalex.org/S4210182074,1349-5747,Tokeibu gan,,1068,1562,journal
696,https://openalex.org/S63054412,1349-8975,Nihon Ika Daigaku Igakkai Zasshi,,1068,1091,journal
697,https://openalex.org/S201994550,1346-8804,Journal of The Japan Petroleum Institute,,1064,6532,journal
698,https://openalex.org/S176624435,1344-7629,Breeding Research,,1062,1574,journal
699,https://openalex.org/S4210212357,1340-7619,Shizen gengo shori,,1059,2404,journal
700,https://openalex.org/S2764423839,0437-6161,The sociology of law,,1054,1058,journal
701,https://openalex.org/S153922445,1883-4426,Annals of Japan Prosthodontic Society,,1051,1204,journal
702,https://openalex.org/S4210218279,1344-9796,Tsūfū to kakusan taisha,,1050,1160,journal
703,https://openalex.org/S4210180272,0583-0516,Shinkin to shinkinshō,,1048,1895,journal
704,https://openalex.org/S4210179904,1346-9770,Nihon shokuseikatsu gakkaishi,,1043,1221,journal
705,https://openalex.org/S4210209671,0916-7048,Nihon Gaku Henkeishō Gakkai zasshi,,1043,1431,journal
706,https://openalex.org/S2765068967,0913-574X,"Transactions of the Institute of electronics, information and communication engineers",,1040,1481,journal
707,https://openalex.org/S2764881863,0466-6607,The Journal of the Nautical Society of Japan,,1039,1051,journal
708,https://openalex.org/S2764926366,0915-6380,The Showa University Journal of Medical Sciences,,1039,1340,journal
709,https://openalex.org/S110211814,0917-1436,Joho Chishiki Gakkaishi,https://openalex.org/P4310313538,1034,1119,journal
710,https://openalex.org/S126014849,0916-7005,Japan Journal of Industrial and Applied Mathematics,https://openalex.org/P4310319900,1034,8765,journal
711,https://openalex.org/S2764942121,0078-6659,"Memoirs of the Faculty of Engineering, Osaka City University",https://openalex.org/P4310313480,1034,1088,journal
712,https://openalex.org/S4210222948,0559-8362,Shin chiri,,1034,1074,journal
713,https://openalex.org/S2764880629,0916-3182,Cement Science and Concrete Technology,,1031,1255,journal
714,https://openalex.org/S165364243,0288-3635,New Generation Computing,https://openalex.org/P4310319900,1026,18695,journal
715,https://openalex.org/S2764421625,0021-437X,Journal of the Japan Diabetes Society,,1019,1105,journal
716,https://openalex.org/S2764527697,0919-4452,Journal of the Japan Society of Applied Electromagnetics and Mechanics,,1018,1196,journal
717,https://openalex.org/S4210224484,1883-1958,Journal of prosthodontic research,https://openalex.org/P4310320990,1017,14248,journal
718,https://openalex.org/S4210229855,0368-5527,Kinzoku hyōmen gijutsu genba panfuretto,,1015,1015,journal
719,https://openalex.org/S4210240305,1883-5422,Nihon Koku Gakkaishi,https://openalex.org/P4310322607,1010,1144,journal
720,https://openalex.org/S4210221437,1344-9486,Journal of Japan Society of Computer Aided Surgery,,1008,1079,journal
721,https://openalex.org/S43904559,0387-7973,The Japanese Journal of Experimental Social Psychology,,1006,2130,journal
722,https://openalex.org/S2764964293,0913-4182,Journal of groundwater hydrology,,1005,1721,journal
723,https://openalex.org/S2764454001,2188-8027,Japanese Geotechnical Society Special Publication,,1003,1468,journal
724,https://openalex.org/S4210191527,0917-2408,Kankyō kagaku,,1000,2573,journal
725,https://openalex.org/S2764857356,1341-0296,Journal of Food System Research,,995,1079,journal
726,https://openalex.org/S2764951345,1881-6118,Journal of MMIJ : journal of the Mining and Materials Processing Institute of Japan,,993,1795,journal
727,https://openalex.org/S2764818949,2185-4092,The journal of Japanese Society for Surgery of the Hand,https://openalex.org/P4310320990,989,990,journal
728,https://openalex.org/S2497878305,1881-7815,BioScience Trends,,988,13073,journal
729,https://openalex.org/S2765048718,0037-2870,Publications of the Seto Marine Biological Laboratory,https://openalex.org/P4310313594,987,7684,journal
730,https://openalex.org/S112874639,1612-9059,Esophagus,https://openalex.org/P4310319900,980,7304,journal
731,https://openalex.org/S2764707727,1884-6246,Journal of Japan Association for Earthquake Engineering,,980,2070,journal
732,https://openalex.org/S2764348032,0030-1566,Mathematical journal of Okayama University,https://openalex.org/P4310313111,979,2426,journal
733,https://openalex.org/S4210198763,1348-3919,Kiso Junkatsu Sekkei Bumon Koenkai koen ronbunshu,,975,993,journal
734,https://openalex.org/S135287143,0917-6357,Journal of Japan Academy of Midwifery,,970,1164,journal
735,https://openalex.org/S4210173998,0389-9403,Shōkaki naishikyō no shinpo,,967,1009,journal
736,https://openalex.org/S124093727,0915-2245,Nihon Shoni Jinzobyo Gakkai Zasshi,,965,1017,journal
737,https://openalex.org/S4210171066,0033-9008,Quarterly report of RTRI,,964,3541,journal
738,https://openalex.org/S2764500165,0027-7649,Nagoya medical journal,,963,1133,journal
739,https://openalex.org/S2764940497,2187-1094,IEEJ journal of industry applications,,961,4035,journal
740,https://openalex.org/S4210220989,2424-3108,Seisan Shisutemu Bumon Koenkai koen ronbunshu,https://openalex.org/P4310313571,959,980,journal
741,https://openalex.org/S4210186918,0389-5564,"Geka to taisha, eiyō",,957,959,journal
742,https://openalex.org/S86486980,1445-5781,Reproductive Medicine and Biology,https://openalex.org/P4310320595,957,7509,journal
743,https://openalex.org/S4210222970,1883-5864,Haikibutsu shigen junkan gakkaishi,,956,1014,journal
744,https://openalex.org/S4210176413,1883-4388,Chirigaku hyouron,,955,1090,journal
745,https://openalex.org/S2764811873,0513-1812,The bulletin of the Yamaguchi Medical School,https://openalex.org/P4310313650,945,1029,journal
746,https://openalex.org/S4210183418,1348-3986,Nihon jisuberi gakkaishi,,945,1405,journal
747,https://openalex.org/S4210177443,0389-7265,Māketingu jānaru,,944,971,journal
748,https://openalex.org/S137615130,0910-6758,Japanese Journal of Water Treatment Biology,,943,1684,journal
749,https://openalex.org/S48937732,0373-4447,Library and Information Science,https://openalex.org/P4310313306,941,981,journal
750,https://openalex.org/S204778136,1868-4297,Cardiovascular Intervention and Therapeutics,https://openalex.org/P4310319900,937,4967,journal
751,https://openalex.org/S2755761798,0022-5398,The Journal of vitaminology,,936,3410,journal
752,https://openalex.org/S6169490,0016-2523,Fujitsu Scientific & Technical Journal,,933,1932,journal
753,https://openalex.org/S4210219416,2185-4661,Doboku gakkai ronbunshu,,932,1057,journal
754,https://openalex.org/S2764480477,0047-1798,Transactions of the Japan Society of Civil Engineers,,931,1370,journal
755,https://openalex.org/S2764523828,0386-9725,Journal of the Japan Society of the Reticuloendothelial System,,931,1014,journal
756,https://openalex.org/S31579729,0916-4804,Nippon Ishinkin Gakkai Zasshi,,931,5031,journal
757,https://openalex.org/S90653425,1347-3182,Magnetic Resonance in Medical Sciences,https://openalex.org/P4310313210,930,12479,journal
758,https://openalex.org/S2764943483,1344-6193,Geosynthetics engineering journal,,928,1114,journal
759,https://openalex.org/S4210206155,0387-1169,Kenchiku Gakkai ronbunshū,,927,937,journal
760,https://openalex.org/S4210227519,1882-8817,Kanjo shinrigaku kenkyu,,926,1220,journal
761,https://openalex.org/S4210182222,0915-6127,Kōtō,,924,1261,journal
762,https://openalex.org/S4210216003,2189-7778,Nature daijesuto,https://openalex.org/P4310319965,923,923,journal
763,https://openalex.org/S2764765565,1883-7093,Foreign affairs report,,920,1021,journal
764,https://openalex.org/S2764461138,0008-9443,The Central Japan journal of orthopaedic surgery and traumatology,,917,917,journal
765,https://openalex.org/S18095265,1345-6296,Journal of Mineralogical and Petrological Sciences,https://openalex.org/P4310313507,915,7346,journal
766,https://openalex.org/S17442495,1346-8014,Journal of Advanced Concrete Technology,,907,18506,journal
767,https://openalex.org/S2754033834,0030-6096,Osaka city medical journal,,906,1561,journal
768,https://openalex.org/S2764722508,0385-6917,Transactions of Japan Society of Spring Engineers,,906,1096,journal
769,https://openalex.org/S4210221660,2424-2926,Sutaringu Saikuru Shinpojiumu koen ronbunshu,https://openalex.org/P4310313571,906,915,journal
770,https://openalex.org/S2737903008,2186-7275,Southeast Asian Studies,https://openalex.org/P4310313424,904,1218,journal
771,https://openalex.org/S2764711589,0300-8134,Journal of human ergology,,904,3532,journal
772,https://openalex.org/S207431447,0912-4047,Primate Research,,902,1881,journal
773,https://openalex.org/S2764788607,0287-8429,The Annals of physiological anthropology,,900,2532,journal
